RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_F2,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5A,Q5B,Q6A,Q6B,Q6C,Q6D,Q6E,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11C1_CBZ,Q11D,Q11E,Q12A,Q12B,Q13,Q14A,Q14B,Q14C,Q15,Q16,Q17,Q18,Q19A,Q19B,Q20,Q21A,Q21B,Q22A,Q22B,Q22C,Q23,Q24,Q25,Q26,Q27A,Q27B,Q27C,Q28,Q29A,Q29B,Q30,Q31,Q32A,Q32B,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q34A,Q34A1_CBZ,Q34B,Q35A,Q35B,Q35C,Q36A,Q36B,Q36C,Q37A,Q37B,Q37B1_CBZ,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q37L_CBZ,Q38A,Q38B,Q38B1_CBZ,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L_CBZ,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q42A,Q42B,Q42C,Q42D,Q43A,Q43B,Q43C,Q43D,Q43E,Q44A,Q44B,Q44C,Q44D,Q44E,Q45PT1,Q45PT1OTHER,Q45PT2,Q45PT2OTHER,Q45PT3,Q45PT3OTHER,Q46A,Q46B,Q46C,Q46D,Q46E,Q46F,Q46G,Q46H,Q46I,Q46J,Q46K,Q46L,Q46M,Q46N,Q46O,Q46P_CBZ,Q46Q_CBZ,Q47A,Q47B,Q47B1_CBZ,Q47C,Q48A,Q48A1_CBZ,Q48B,Q49A,Q49B,Q50A,Q50B,Q50C,Q51A,Q51B,Q52A,Q52B,Q53A,Q53B,Q53C,Q54,Q55A,Q55B,Q55C,Q56A,Q56B,Q56C,Q57A,Q57B,Q58A,Q58B,Q58C,Q59,Q60,Q61A,Q61B,Q61C,Q62,Q63A,Q63B,Q63C,Q64A,Q64B,Q65A,Q65B,Q66A,Q66B,Q67A,Q67B,Q68A,Q68B,Q69,Q70A,Q70B,Q70C,Q70D,Q71,Q72A,Q72B,Q72C,Q72D,Q72E,Q73A,Q73B,Q73C,Q73D,Q74A,Q74B,Q74C,Q74D,Q74E,Q75,Q76A,Q76B,Q76C,Q77,Q78A,Q78B,Q78C,Q78C1,Q78C2_CBZ,Q78D,Q78E,Q78F,Q79A_CBZ,Q79B_CBZ,Q80_CBZ,Q81A_CBZ,Q81B_CBZ,Q81C_CBZ,Q81D_CBZ,Q81E_CBZ,Q81F_CBZ,Q81G_CBZ,Q81H_CBZ,Q82A_CBZ,Q82B_CBZ,Q82C_CBZ,Q83A_CBZ,Q83B_CBZ,Q83C_CBZ,Q83COTHER_CBZ,Q84A,Q84AOTHER,Q84B,Q84C,Q84D,Q84E,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87A,Q87B,Q87C,Q87D,Q87E,Q88A,Q88B,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,Q90G,Q90H,Q90I,Q91A,Q91B,Q91C,Q92A,Q92B,Q93A,Q93B,Q93BOTHER,Q93C,Q94,Q95,Q95OTHER,Q96,Q96OTHER,Q97,ENDTIME,LENGTH,LENGTH_INT,Q100,Q101,Q101OTHER,Q102,Q102OTHER,Q103,Q104,Q105,Q106A,Q106B,Q106C,Q106D,Q106E,Q107,Q109A,Q109B,Q109C,Q109D,Q109E,Q109F,Q111,Q112,Q113,Q114,Q115,Q115OTHER,Q116,Q116OTHER,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118OTHER,withinwt_ea,withinwt_hh
CBZ0083,1,1780,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,5,3,5,9997,9997,9997,1,2,1,2023-06-21,11:39:00,44,2,,1,1,1,2,2,2,3,3,0,3,2,1,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,4,1,1,4,4,1,3,1,5,1,1,1,3,1,3,1,1,1,1,4,1,1,1,1,1,1,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,5,5,5,5,0,,9996,,9996,,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,5,5,4,4,4,5,3,3,3,1,1,4,4,1,1,1,5,5,5,2,1,0,1,8,1,1,0,0,0,1,1,1,1,1,1,0,1,3,3,1,5,5,5,1,1,1,1,1,4,1,3,5,1,5,5,5,5,5,3,4,1,1,1,1,1,1,1,3,3,2,2,2,2,1,0,1,4,5,4,5,5,5,5,1,5,5,1,3,2,1,2,2,1,,1787,,1,5,1,1,5,3,2,3,2,2,2,2,2,2,1,2,1,1,5,0,9997,,2,2,0,2,2,2,1,4,3,2,2,2,1,3,0,0,,3,5,12,,9999,,1,12:35:00,56,0,1,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ26,51,1,2,1780,,1787,,8,2,1780,1781,9996,,0.904769984602215,0.658014534256156
CBZ0084,1,1780,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,4,5,4,9997,9997,9997,2,3,1,2023-06-21,11:40:00,35,1781,,1,2,2,3,3,0,3,3,2,3,3,2,0,2,4,4,1,1,2,1,0,0,0,0,0,0,0,3,4,0,3,3,2,2,2,3,2,2,2,4,2,2,2,3,2,3,2,3,4,4,3,2,2,2,2,1,2,1,2,2,3,2,2,0,1,2,0,0,1,0,1,1,1,2,2,1,1,0,1,1,2,1,2,1,2,2,2,1,3,2,1,1,2,1,0,3,1,1,1,1,2,2,0,1,2,0,1,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,4,3,4,3,3,LE MANQUE D'EMPLOI,10,PROBLÈME D'ACHAT D'UNE PARCELLE,8,MANQUE DE RESSOURCE ALIMENTAIRE,2,2,1,3,1,1,2,3,2,2,1,2,3,3,2,3,2,2,2,2,3,0,1,1,5,4,4,2,3,5,3,2,3,3,3,2,3,3,2,1,2,2,4,2,1,0,2,13,2,2,1,2,1,1,1,4,5,2,2,1,1,3,2,0,7,7,7,7,7,7,7,7,3,2,3,4,3,4,2,4,9,4,0,3,2,3,2,4,1,0,0,2,4,4,3,9,4,0,7,3,4,1,2,4,2,4,4,4,4,5,2,3,5,5,2,2,1,,1783,,1,3,1,0,4,3,1,3,2,0,0,1,4,4,1,3,3,3,5,0,9997,,1,2,0,1,0,2,1,4,3,2,2,2,0,7,0,2,,3,4,1,,1780,,7,13:38:00,119,0,2,1,,2,,1,1,3,0,0,0,0,0,4,1,3,2,1,3,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,0.908179921730112,0.72654393738409
CBZ0085,1,1780,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,5,5,9997,9997,9997,1,1,1,2023-06-21,11:42:00,41,2,,1,3,1,3,3,3,3,3,3,3,3,3,0,3,3,3,1,3,0,1,0,0,0,0,0,1,1,3,3,3,3,1,4,1,4,4,1,4,4,2,2,4,2,1,1,4,4,1,1,4,1,1,4,2,2,3,3,2,2,1,3,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,4,4,2,2,3,CHÔMAGE,23,INSÉCURITÉ,20,SANTÉ,2,2,2,1,1,1,3,2,2,1,2,1,2,3,3,3,3,2,2,1,1,3,3,3,4,2,4,4,3,1,2,2,2,1,4,3,4,2,1,1,5,5,5,2,2,0,1,8,1,2,2,2,2,2,4,4,4,9,2,0,3,3,3,1,4,4,4,3,3,2,3,3,1,1,4,4,3,5,4,4,4,4,0,1,0,0,0,2,1,1,1,2,4,3,3,3,3,1,0,0,1,4,2,4,4,4,2,4,4,4,2,2,3,1,3,3,95,SOI-MEME,1785,,0,5,1,1,4,3,2,3,3,2,2,2,5,4,1,4,4,4,5,0,9997,,0,0,0,0,0,1,7,4,0,1,2,1,1,2,1,2,,1,4,2,,9997,,3,12:31:00,49,0,1,1,,2,,1,6,1,0,0,0,0,0,3,1,1,1,1,1,1,CBZ14,29,1,2,1780,,1787,,8,2,1780,1781,9996,,0.9263662530789,0.435937060272424
CBZ0086,1,1780,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,5,3,5,9997,9997,9997,1,3,1,2023-06-21,11:46:00,23,2,,2,3,2,2,4,3,2,3,2,4,0,4,0,1,4,3,1,3,0,1,3,1,0,0,2,1,3,0,1,1,3,4,4,1,3,2,4,1,5,4,5,5,5,1,4,1,4,1,1,2,1,4,4,3,2,1,2,3,0,1,3,2,1,3,1,2,2,0,3,0,1,3,0,2,1,3,1,0,3,3,3,0,0,2,1,3,3,0,0,3,3,3,1,3,2,3,0,0,3,1,3,2,0,1,1,0,2,1,1,2,2,3,2,3,3,1,2,2,2,1,1,3,1,3,2,5,4,4,5,3,CHÔMAGE,14,ÉDUCATION,13,ROUTES,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,4,3,2,3,0,0,2,5,5,3,1,2,2,3,1,2,2,3,2,1,1,2,1,1,5,4,2,2,0,3,97,2,2,1,2,0,2,2,1,5,1,1,0,2,1,2,1,5,1,4,3,3,3,2,3,4,1,2,5,2,5,5,5,5,4,3,4,0,0,0,1,0,1,1,1,1,4,1,1,4,0,7,1,1,5,2,5,2,1,1,5,4,2,5,3,5,1,3,3,6,,1787,,0,4,1,1,5,2,0,2,1,1,2,1,4,5,1,2,3,3,5,0,9997,,1,2,0,0,0,2,0,4,0,2,2,2,1,5,0,0,,3,4,0,,9999,,2,12:57:00,71,0,1,1,,2,,1,5,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ23,45,1,1,2,,1793,,7,2,9996,9996,9996,,0.904769984602215,0.987021801384234
CBZ0087,1,1780,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,4,5,4,9997,9997,9997,1,5,1,2023-06-21,11:54:00,25,2,,1,2,2,2,2,3,2,0,1,3,0,0,0,1,3,4,0,4,0,3,0,1,0,1,0,0,1,0,2,3,1,4,1,1,1,1,1,4,1,1,2,5,4,3,1,4,4,1,4,4,1,3,3,1,1,1,1,1,0,1,3,3,2,0,1,0,1,1,1,1,2,1,0,0,0,2,0,1,0,0,1,0,0,3,3,2,2,0,2,3,3,3,2,3,1,3,2,2,2,2,1,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,3,4,2,3,24,LA LUTTE CONTRE LA CORRUPTION,16,AMÉLIORATION DU COURANT,17,DISTRIBUTION DE L'EAU DANS TOUTE LA VILLE,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,2,1,2,1,2,2,2,0,1,4,2,4,1,4,4,3,2,2,1,4,3,4,2,1,3,5,5,4,2,2,0,4,97,1,2,3,3,3,3,2,3,1,1,4,0,1,3,1,0,7,7,7,7,7,7,7,7,1,2,3,4,2,4,5,4,4,4,2,2,0,4,4,4,1,1,1,3,1,1,1,1,1,1,4,0,4,4,3,5,1,5,1,1,5,5,5,2,4,1,3,1,1,,1787,,2,5,1,1,5,2,1,3,1,2,2,2,5,5,1,1,2,3,4,0,9997,,1,0,2,1,1,1,7,4,4,1,2,2,1,2,2,4,,1,7,2,,1780,,1,13:14:00,80,0,1,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ30,31,1,1,2,,1791,,8,2,1780,9996,9996,,0.908179921730112,1.21090656230682
CBZ0088,1,1780,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,3,9997,9997,9997,1,3,1,2023-06-21,11:54:00,49,2,,1,1,2,2,3,3,3,3,2,2,3,2,2,1,3,2,0,0,0,1,0,0,0,0,0,1,1,3,3,2,1,4,1,1,4,4,1,4,1,5,5,4,2,3,1,2,4,1,1,1,4,1,1,1,1,1,4,1,2,2,1,3,0,2,0,1,0,0,0,3,2,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,2,0,3,3,3,2,3,3,3,3,2,2,1,1,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,5,5,5,5,5,14,AMÉLIORER LE SYSTÈME ÉDUCATIF,20,REVOIR LE SYSTÈME DE SANTE,1,REVOIR LE PRIX DES VIVRES ALIMENTAIRES,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,1,1,2,2,1,1,3,0,3,5,5,4,1,1,1,5,1,2,3,4,2,1,2,3,3,5,4,5,2,2,0,1,15,1,3,1,2,1,1,2,4,1,4,2,0,1,3,1,0,7,7,7,7,7,7,7,7,2,2,3,5,3,5,4,4,4,4,2,4,1,3,1,2,1,1,1,3,4,2,4,4,2,1,2,3,1,1,2,4,4,4,2,1,4,5,5,2,3,3,3,2,1,,1785,,1,3,0,1,4,2,1,2,1,1,1,0,4,2,1,2,2,2,5,0,9997,,0,2,2,0,1,2,0,4,1,8,3,3,1,4,0,6,,3,3,2,,1780,,1,13:26:00,92,0,1,1,,2,,1,1,4,0,0,0,0,0,4,1,1,1,1,2,1,CBZ10,23,2,2,2,,1787,,8,2,1780,9996,9996,,1.04344076113672,1.13829901214915
CBZ0089,1,1780,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,4,5,4,9997,9997,9997,2,5,1,2023-06-21,11:58:00,21,2,,1,4,4,2,4,2,1,0,2,2,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,4,3,4,1,3,1,5,1,2,1,3,1,4,3,2,3,4,4,2,3,1,1,2,4,2,2,2,3,3,2,1,0,2,1,0,1,0,0,0,0,2,0,3,3,3,3,2,2,1,3,3,3,2,3,0,3,3,3,3,3,3,3,3,2,1,3,3,3,2,1,1,2,0,3,0,7,7,7,7,7,7,7,1,4,0,0,0,7,7,0,7,3,5,5,5,1,23,L'INSÉCURITÉ DE LA POPULATION,14,NON PAYEMENT DES BOURSES D'ÉTUDE,3,CRÉATION D'EMPLOIS,1,1,1,1,1,1,3,1,1,3,2,2,2,3,2,2,2,3,3,2,2,3,3,3,4,4,4,4,2,5,5,2,2,2,4,2,2,4,2,2,2,4,2,2,2,1,7,97,1,3,1,1,1,1,2,2,2,1,2,0,2,2,2,0,7,7,7,7,7,7,7,7,1,1,4,5,1,5,4,4,2,4,0,4,0,4,4,4,1,1,0,2,2,2,2,2,1,0,7,2,2,2,2,2,1,4,4,4,4,4,4,3,2,1,3,2,1,,1786,,1,5,1,1,5,3,3,3,3,2,2,2,4,4,1,5,5,5,5,1,1780,,2,1,1,2,1,2,1,4,4,2,2,2,1,4,1,1,,1,7,1,,1780,,1,13:21:00,84,0,2,1,,2,,1,1,1,0,0,0,0,0,3,1,1,1,1,1,1,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,0.908179921730112,1.21090656230682
CBZ0090,1,1780,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,3,9997,9997,9997,1,3,1,2023-06-21,12:01:00,21,1780,,2,1,1,1,1,3,3,3,3,3,3,3,0,2,2,3,0,1,0,0,0,0,0,0,0,1,1,3,4,1,3,3,3,2,2,1,1,4,2,4,2,4,2,1,1,4,1,1,1,1,1,4,4,3,2,2,2,1,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,0,3,2,2,3,2,1,1,1,1,1,2,1,1,1,0,2,1,2,2,1,0,7,7,7,1,3,0,1,2,2,3,2,0,7,7,7,0,7,7,0,7,2,4,4,4,3,17,EAU,9996,,9996,,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,4,3,2,2,1,1,2,3,4,4,2,3,3,3,3,4,4,4,2,2,1,7,97,2,3,2,2,2,2,1,4,1,4,2,0,2,5,5,0,7,7,7,7,7,7,7,7,3,1,3,4,3,3,4,4,4,1,3,3,0,0,0,2,1,1,0,1,3,2,2,3,2,0,7,1,3,4,4,4,4,4,4,4,1,4,1,1,2,1,3,3,2,,1785,,1,5,1,0,5,3,3,3,2,2,2,2,5,5,1,5,5,5,5,1,1780,,1,2,0,1,1,2,0,4,0,3,1,2,0,7,1,0,,1,4,1,,1780,,1,12:50:00,50,0,1,1,,1781,,1,1,2,0,0,0,1,0,4,2,3,3,3,3,2,CBZ07,19,2,2,2,,1787,,7,2,1780,1781,9996,,1.04344076113672,1.13829901214915
CBZ0091,1,1780,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,5,1,3,9997,9997,9997,1,1,1,2023-06-21,12:01:00,25,2,,1,2,1,2,1,4,4,4,4,4,2,1,1,1,1,4,1,4,0,2,0,0,0,0,0,2,3,0,3,2,3,4,2,2,3,4,1,2,4,2,1,2,2,3,1,3,2,1,2,1,2,2,4,1,1,1,3,2,0,0,3,3,0,0,1,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,2,2,1,2,2,1,0,1,1,1,1,1,3,1,3,0,1,2,0,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,5,5,2,4,3,LE CHÔMAGE,1,ÉCONOMIE,20,SANTE,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,2,2,2,2,1,1,3,4,4,1,4,4,5,2,3,3,1,4,4,4,3,2,1,5,1,5,2,1,1,7,97,2,1,0,1,2,2,4,4,5,1,5,0,1,2,1,1,5,2,4,3,1,3,3,3,1,2,3,2,1,5,5,4,2,4,4,3,0,3,4,1,1,1,1,3,5,5,5,5,2,0,7,4,3,2,1,2,2,4,4,5,5,5,1,3,1,5,3,2,6,,1787,,3,2,1,1,4,1,2,3,2,0,1,1,4,4,1,4,5,5,1,0,9997,,0,0,0,0,0,2,0,0,0,3,3,3,0,7,1,1,,1,5,12,,1790,,1,14:31:00,151,0,1,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ21,28,1,2,1780,,1787,,7,2,1780,1781,9996,,0.999111578474053,0.242208867508861
CBZ0092,1,1780,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,3,9997,9997,9997,1,2,1,2023-06-21,12:04:00,29,2,,1,2,1,1,2,2,2,2,2,3,3,3,0,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,4,1,1,2,4,1,4,1,5,5,2,1,3,1,2,1,1,1,1,4,1,2,2,1,2,3,1,2,1,2,2,3,2,1,3,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,2,3,1,2,3,3,2,2,1,1,3,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,1,3,0,0,7,2,4,4,4,4,13,ENCLAVEMENTS DES NOUVEAUX QUARTIERS,13,LE MARCHE EST TROP LOIN,23,LES GENS DEVIENNENT TROP TUEURS ET BRAQUEURS,1,2,1,2,2,1,2,1,2,1,3,3,2,4,2,2,2,2,2,2,2,1,1,1,5,4,3,1,3,4,4,3,3,3,4,1,4,2,4,2,5,2,2,2,1,1,7,97,2,2,1,1,0,1,4,2,4,1,5,0,2,3,2,0,7,7,7,7,7,7,7,7,2,3,3,2,4,5,5,2,1,2,0,4,1,4,4,1,1,1,1,2,4,3,3,4,1,0,7,1,2,2,4,1,4,1,4,4,4,4,5,2,2,2,2,2,6,,1786,,3,3,1,1,1,2,3,3,1,2,2,3,5,5,2,5,1,5,5,1,1781,,0,2,0,2,0,2,1,4,4,3,3,2,1,4,3,6,,1,5,12,,1781,,1,13:14:00,70,0,1,1,,2,,5,8,1,0,0,0,0,0,4,1,1,1,2,1,1,CBZ09,31,1,2,1780,,1787,,8,2,1780,1781,9996,,1.04344076113672,0.758866008099436
CBZ0093,1,1780,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,5,3,5,9997,9997,9997,2,2,1,2023-06-21,12:22:00,25,1781,,1,4,5,3,3,1,1,1,1,1,3,3,1,3,3,2,3,1,0,1,1,2,1,1,1,2,1,3,1,3,3,1,1,4,4,1,2,2,1,1,4,4,4,3,1,1,1,4,1,1,4,4,4,1,1,1,1,3,2,2,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,3,3,3,1,3,3,2,2,0,0,0,0,1,0,0,7,7,7,1,3,2,2,1,0,0,1,0,7,7,7,0,7,7,0,7,2,5,5,5,1,3,CHÔMAGES,13,DIFFICULTÉ DES ROUTES,20,LA SANTÉ,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,1,5,5,4,1,1,5,3,1,1,4,4,4,4,4,4,4,5,5,5,2,2,1,7,97,4,1,2,2,2,1,4,5,5,1,1,0,3,1,5,1,5,4,4,1,3,3,3,3,1,1,4,5,1,5,4,4,4,4,4,1,4,4,4,2,0,0,0,0,4,4,4,5,5,0,7,0,1,2,2,4,4,4,4,4,4,4,4,4,1,5,4,4,1,,1786,,0,5,1,1,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,0,9997,,2,0,0,0,0,2,1,4,4,4,3,2,1,4,1,1,,1,5,12,,1781,,1,13:18:00,56,0,2,1,,2,,5,6,1,1,0,0,0,0,4,1,1,1,1,1,1,CBZ05,28,2,2,2,,1786,,8,2,1780,1781,9996,,0.904769984602215,0.658014534256156
CBZ0094,1,1780,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,5,3,5,3,6,9997,1,5,1,2023-06-21,12:39:00,42,2,,1,4,2,3,3,2,3,1,0,2,1,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,3,3,0,3,4,4,3,2,3,3,4,5,5,1,4,1,3,2,3,3,3,3,2,3,1,3,3,2,3,3,2,1,1,1,2,1,1,2,1,1,2,3,1,1,1,2,3,2,2,1,1,1,1,1,0,0,1,2,2,3,1,1,2,1,1,1,2,1,2,1,1,2,1,3,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,4,5,3,23,LA SÉCURITÉ,18,LA PRISE EN CHARGE DES ENFANTS VULNÉRABLES,13,LA MAUVAISE ÉTAT DES ROUTES,2,2,1,2,3,1,2,3,3,1,1,2,2,1,2,2,1,2,2,2,3,3,3,3,2,1,4,1,2,5,5,2,2,2,4,1,1,2,4,3,4,4,4,2,2,0,1,24,2,2,2,1,2,1,1,4,1,4,4,0,4,3,3,1,4,4,2,3,2,3,3,3,2,2,4,2,4,3,2,4,2,5,3,4,0,4,4,4,1,0,1,3,4,3,2,3,4,0,7,2,2,1,2,5,5,5,5,5,5,5,1,1,1,5,4,3,1,,1787,,1,4,1,1,5,1,2,3,1,1,1,1,1,3,1,1,2,3,5,0,9997,,2,2,2,2,2,2,1,4,4,1,2,1,1,4,3,12,,3,9,12,,1780,,9,13:27:00,49,0,1,1,,2,,1,8,1,0,0,0,0,0,4,2,1,1,3,1,1,CBZ24,25,1,1,1780,,1786,,8,2,1780,1781,9996,,0.904769984602215,1.64503633564039
CBZ0095,1,1780,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,5,3,5,9997,9997,9997,1,3,1,2023-06-21,12:44:00,29,2,,1,4,2,2,3,2,1,2,1,2,0,0,1,1,3,4,0,3,2,1,0,1,0,1,0,1,0,3,1,0,2,4,2,1,4,4,3,1,5,4,1,4,1,3,1,4,1,1,4,4,4,2,3,2,1,1,3,3,1,2,3,2,2,1,0,2,0,0,0,0,0,0,1,0,1,2,2,1,0,0,1,1,1,3,0,1,0,0,1,2,3,0,1,2,3,2,1,1,2,1,3,1,1,0,7,7,7,1,3,1,2,0,2,2,1,1,3,3,1,0,7,7,0,7,1,5,5,5,4,3,CHÔMAGE,13,ROUTES,19,POUBELLES,3,1,1,1,1,2,3,1,1,2,3,2,2,3,3,2,3,2,2,1,3,2,0,1,4,4,4,2,2,5,2,2,2,3,3,2,3,3,1,1,1,2,4,2,2,0,1,6,1,2,2,2,2,1,2,1,2,2,5,0,1,2,3,1,2,4,4,3,3,3,3,1,2,3,3,5,3,5,1,2,2,2,3,4,3,2,2,4,1,1,0,3,4,4,5,5,2,0,7,1,4,4,2,5,4,4,5,5,2,2,4,2,3,3,3,2,3,,1787,,1,5,1,0,4,1,1,3,2,2,2,2,4,4,1,4,4,4,5,0,9997,,2,2,0,0,0,2,1,4,3,2,2,2,1,4,1,7,,3,5,9,,9997,,1,14:09:00,85,0,1,1,,2,,1,8,1,0,0,0,0,0,4,1,1,1,2,1,1,CBZ25,25,1,2,1781,,1787,,8,2,1780,1781,9996,,0.904769984602215,0.987021801384234
CBZ0096,1,1780,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,3,9997,9997,9997,2,3,1,2023-06-21,13:01:00,18,1780,,1,1,2,1,3,0,2,0,1,0,0,0,1,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,4,0,3,3,2,2,4,3,2,2,2,4,2,4,1,3,1,4,2,1,4,3,2,2,3,3,2,2,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,1,0,3,0,1,1,1,1,2,1,1,1,2,0,1,1,1,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,2,1,3,3,13,ARRANGER LES GOUDRON,17,MANQUEMENT D’EAU,9996,,3,1,2,3,2,2,3,3,3,2,2,2,3,3,2,2,1,4,4,4,4,2,1,1,4,4,4,2,2,5,4,2,3,3,4,3,3,2,2,3,4,4,4,2,2,0,1,5,2,3,2,2,2,3,2,2,2,3,2,0,2,4,4,0,7,7,7,7,7,7,7,7,3,4,1,2,1,3,4,4,2,2,3,4,0,3,3,4,0,1,0,2,4,4,4,4,1,0,7,1,2,2,1,4,4,4,5,4,4,4,4,3,5,1,3,2,6,,9999,,7,7,7,7,4,2,2,3,2,1,1,0,5,2,1,5,4,4,5,0,9997,,2,2,0,1,1,2,1,3,3,2,2,2,1,3,0,1,,4,7,1,,9997,,8,13:50:00,50,0,2,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,2,2,CBZ07,19,2,2,2,,1787,,7,2,1780,1781,9996,,1.04344076113672,1.13829901214915
